Bidder,Submission,Bid
pc-442,303,yes
pc-442,409,yes
pc-442,514,yes
pc-443,118,conflict
pc-443,126,conflict
pc-443,342,conflict
pc-443,121,maybe
pc-443,122,maybe
pc-443,149,maybe
pc-443,280,maybe
pc-443,361,maybe
pc-443,120,yes
pc-443,161,yes
pc-443,438,yes
pc-443,463,yes
pc-444,78,maybe
pc-444,132,maybe
pc-444,175,maybe
pc-444,186,maybe
pc-444,238,maybe
pc-444,240,maybe
pc-444,257,maybe
pc-444,266,maybe
pc-444,363,maybe
pc-444,390,maybe
pc-444,470,maybe
pc-444,511,maybe
pc-444,34,yes
pc-444,124,yes
pc-444,135,yes
pc-444,169,yes
pc-444,233,yes
pc-444,255,yes
pc-444,269,yes
pc-444,335,yes
pc-444,437,yes
pc-444,503,yes
pc-445,126,conflict
pc-445,218,conflict
pc-445,326,conflict
pc-445,368,conflict
pc-445,481,conflict
pc-445,112,maybe
pc-445,113,maybe
pc-445,181,maybe
pc-445,226,maybe
pc-445,236,maybe
pc-445,346,maybe
pc-445,73,yes
pc-445,124,yes
pc-445,144,yes
pc-445,157,yes
pc-445,266,yes
pc-445,268,yes
pc-445,276,yes
pc-445,288,yes
pc-445,334,yes
pc-445,371,yes
pc-445,404,yes
pc-445,411,yes
pc-445,421,yes
pc-445,426,yes
pc-445,432,yes
pc-445,472,yes
pc-445,476,yes
pc-445,497,yes
pc-445,499,yes
pc-446,41,maybe
pc-446,53,maybe
pc-446,57,maybe
pc-446,280,maybe
pc-446,373,maybe
pc-446,523,yes
pc-447,91,conflict
pc-447,289,conflict
pc-447,435,conflict
pc-447,517,conflict
pc-447,11,maybe
pc-447,69,maybe
pc-447,82,maybe
pc-447,100,maybe
pc-447,218,maybe
pc-447,237,maybe
pc-447,275,maybe
pc-447,293,maybe
pc-447,338,maybe
pc-447,359,maybe
pc-447,380,maybe
pc-447,385,maybe
pc-447,418,maybe
pc-447,434,maybe
pc-447,446,maybe
pc-447,504,maybe
pc-447,520,maybe
pc-447,83,yes
pc-447,195,yes
pc-447,221,yes
pc-447,232,yes
pc-447,248,yes
pc-447,365,yes
pc-447,400,yes
pc-447,415,yes
pc-447,471,yes
pc-447,508,yes
pc-448,30,maybe
pc-448,102,maybe
pc-448,118,maybe
pc-448,187,maybe
pc-448,203,maybe
pc-448,267,maybe
pc-448,328,maybe
pc-448,354,maybe
pc-448,358,maybe
pc-448,384,maybe
pc-448,410,maybe
pc-448,432,maybe
pc-448,444,maybe
pc-448,462,maybe
pc-448,466,maybe
pc-448,488,maybe
pc-448,524,maybe
pc-448,1,yes
pc-448,98,yes
pc-448,111,yes
pc-448,126,yes
pc-448,137,yes
pc-448,174,yes
pc-448,213,yes
pc-448,282,yes
pc-448,289,yes
pc-448,308,yes
pc-448,314,yes
pc-448,346,yes
pc-448,381,yes
pc-448,449,yes
pc-448,453,yes
pc-448,457,yes
pc-449,236,conflict
pc-449,17,maybe
pc-449,58,maybe
pc-449,101,maybe
pc-449,128,maybe
pc-449,134,maybe
pc-449,140,maybe
pc-449,143,maybe
pc-449,165,maybe
pc-449,194,maybe
pc-449,199,maybe
pc-449,201,maybe
pc-449,222,maybe
pc-449,245,maybe
pc-449,294,maybe
pc-449,309,maybe
pc-449,352,maybe
pc-449,399,maybe
pc-449,423,maybe
pc-449,445,maybe
pc-449,450,maybe
pc-449,473,maybe
pc-449,489,maybe
pc-449,517,maybe
pc-449,198,yes
pc-449,252,yes
pc-449,307,yes
pc-450,3,conflict
pc-450,80,conflict
pc-450,132,conflict
pc-450,424,conflict
pc-450,9,maybe
pc-450,45,maybe
pc-450,103,maybe
pc-450,127,maybe
pc-450,128,maybe
pc-450,140,maybe
pc-450,146,maybe
pc-450,148,maybe
pc-450,158,maybe
pc-450,173,maybe
pc-450,191,maybe
pc-450,196,maybe
pc-450,210,maybe
pc-450,215,maybe
pc-450,222,maybe
pc-450,307,maybe
pc-450,316,maybe
pc-450,329,maybe
pc-450,337,maybe
pc-450,461,maybe
pc-450,525,maybe
pc-450,67,yes
pc-450,74,yes
pc-450,192,yes
pc-450,287,yes
pc-450,295,yes
pc-450,302,yes
pc-450,436,yes
pc-450,464,yes
pc-451,227,conflict
pc-451,220,yes
pc-451,376,yes
pc-452,218,conflict
pc-452,36,maybe
pc-452,62,maybe
pc-452,63,maybe
pc-452,77,maybe
pc-452,153,maybe
pc-452,415,maybe
pc-452,88,yes
pc-452,211,yes
pc-452,285,yes
pc-452,299,yes
pc-452,407,yes
pc-452,452,yes
pc-452,455,yes
pc-453,32,conflict
pc-453,156,conflict
pc-453,164,conflict
pc-453,443,conflict
pc-453,458,conflict
pc-453,231,maybe
pc-453,349,maybe
pc-453,364,maybe
pc-453,2,yes
pc-453,52,yes
pc-453,167,yes
pc-453,389,yes
pc-453,393,yes
pc-454,35,conflict
pc-454,41,conflict
pc-454,91,conflict
pc-454,126,conflict
pc-454,214,conflict
pc-454,326,conflict
pc-454,435,conflict
pc-454,481,conflict
pc-454,517,conflict
pc-454,30,maybe
pc-454,46,maybe
pc-454,51,maybe
pc-454,98,maybe
pc-454,137,maybe
pc-454,150,maybe
pc-454,203,maybe
pc-454,208,maybe
pc-454,213,maybe
pc-454,244,maybe
pc-454,363,maybe
pc-454,410,maybe
pc-454,432,maybe
pc-454,453,maybe
pc-454,510,maybe
pc-454,524,maybe
pc-454,109,yes
pc-454,115,yes
pc-454,174,yes
pc-454,205,yes
pc-454,234,yes
pc-454,321,yes
pc-454,346,yes
pc-454,353,yes
pc-454,354,yes
pc-454,361,yes
pc-454,384,yes
pc-454,397,yes
pc-454,438,yes
pc-454,444,yes
pc-454,500,yes
pc-454,518,yes
pc-455,75,conflict
pc-455,144,conflict
pc-455,231,conflict
pc-455,275,conflict
pc-455,276,conflict
pc-455,432,conflict
pc-455,79,maybe
pc-455,110,maybe
pc-455,121,maybe
pc-455,184,maybe
pc-455,235,maybe
pc-455,288,maybe
pc-455,360,maybe
pc-455,371,maybe
pc-455,377,maybe
pc-455,379,maybe
pc-455,452,maybe
pc-455,471,maybe
pc-455,483,maybe
pc-455,7,yes
pc-455,65,yes
pc-455,281,yes
pc-455,300,yes
pc-455,440,yes
pc-455,459,yes
pc-456,229,conflict
pc-456,369,conflict
pc-456,462,conflict
pc-456,13,maybe
pc-456,25,maybe
pc-456,30,maybe
pc-456,147,maybe
pc-456,202,maybe
pc-456,213,maybe
pc-456,216,maybe
pc-456,267,maybe
pc-456,296,maybe
pc-456,328,maybe
pc-456,444,maybe
pc-456,449,maybe
pc-456,457,maybe
pc-456,510,maybe
pc-456,524,maybe
pc-456,1,yes
pc-456,18,yes
pc-456,94,yes
pc-456,120,yes
pc-456,164,yes
pc-456,176,yes
pc-456,200,yes
pc-456,304,yes
pc-456,319,yes
pc-456,321,yes
pc-456,327,yes
pc-456,339,yes
pc-456,346,yes
pc-456,353,yes
pc-456,354,yes
pc-456,361,yes
pc-456,381,yes
pc-456,384,yes
pc-456,453,yes
pc-456,458,yes
pc-456,466,yes
pc-457,12,conflict
pc-457,28,conflict
pc-457,61,conflict
pc-457,70,conflict
pc-457,96,conflict
pc-457,109,conflict
pc-457,120,conflict
pc-457,155,conflict
pc-457,186,conflict
pc-457,240,conflict
pc-457,249,conflict
pc-457,280,conflict
pc-457,304,conflict
pc-457,323,conflict
pc-457,325,conflict
pc-457,331,conflict
pc-457,355,conflict
pc-457,363,conflict
pc-457,366,conflict
pc-457,396,conflict
pc-457,397,conflict
pc-457,434,conflict
pc-457,456,conflict
pc-457,474,conflict
pc-457,523,conflict
pc-457,35,maybe
pc-457,49,maybe
pc-457,50,maybe
pc-457,51,maybe
pc-457,147,maybe
pc-457,200,maybe
pc-457,202,maybe
pc-457,212,maybe
pc-457,227,maybe
pc-457,244,maybe
pc-457,255,maybe
pc-457,327,maybe
pc-457,339,maybe
pc-457,350,maybe
pc-457,354,maybe
pc-457,356,maybe
pc-457,384,maybe
pc-457,444,maybe
pc-457,462,maybe
pc-457,505,maybe
pc-457,510,maybe
pc-457,25,yes
pc-457,46,yes
pc-457,72,yes
pc-457,150,yes
pc-457,182,yes
pc-457,205,yes
pc-457,251,yes
pc-457,414,yes
pc-457,442,yes
pc-457,466,yes
pc-457,486,yes
pc-457,487,yes
pc-457,500,yes
pc-458,20,conflict
pc-458,128,conflict
pc-458,436,conflict
pc-458,514,conflict
pc-458,15,yes
pc-458,101,yes
pc-458,111,yes
pc-458,134,yes
pc-458,159,yes
pc-458,168,yes
pc-458,192,yes
pc-458,196,yes
pc-458,278,yes
pc-458,292,yes
pc-458,302,yes
pc-458,309,yes
pc-458,320,yes
pc-458,394,yes
pc-458,399,yes
pc-458,423,yes
pc-458,450,yes
pc-458,473,yes
pc-458,512,yes
pc-458,513,yes
pc-459,111,conflict
pc-459,191,conflict
pc-459,211,conflict
pc-459,438,conflict
pc-459,508,conflict
pc-459,13,yes
pc-459,15,yes
pc-459,91,yes
pc-459,104,yes
pc-459,118,yes
pc-459,120,yes
pc-459,127,yes
pc-459,137,yes
pc-459,208,yes
pc-459,216,yes
pc-459,234,yes
pc-459,296,yes
pc-459,313,yes
pc-459,334,yes
pc-459,353,yes
pc-459,358,yes
pc-459,410,yes
pc-459,444,yes
pc-459,457,yes
pc-459,524,yes
pc-460,83,maybe
pc-460,114,maybe
pc-460,184,maybe
pc-460,225,maybe
pc-460,340,maybe
pc-460,359,maybe
pc-460,360,maybe
pc-460,407,maybe
pc-460,256,yes
pc-460,276,yes
pc-460,368,yes
pc-461,167,conflict
pc-461,407,conflict
pc-461,52,maybe
pc-461,62,maybe
pc-461,82,maybe
pc-461,90,maybe
pc-461,214,maybe
pc-461,237,maybe
pc-461,293,maybe
pc-461,362,maybe
pc-461,364,maybe
pc-461,380,maybe
pc-461,418,maybe
pc-461,446,maybe
pc-461,476,maybe
pc-461,2,yes
pc-461,75,yes
pc-461,77,yes
pc-461,156,yes
pc-461,225,yes
pc-461,231,yes
pc-461,338,yes
pc-461,349,yes
pc-461,393,yes
pc-461,420,yes
pc-461,434,yes
pc-462,36,maybe
pc-462,41,maybe
pc-462,48,maybe
pc-462,67,maybe
pc-462,87,maybe
pc-462,101,maybe
pc-462,104,maybe
pc-462,130,maybe
pc-462,153,maybe
pc-462,158,maybe
pc-462,160,maybe
pc-462,171,maybe
pc-462,174,maybe
pc-462,191,maybe
pc-462,199,maybe
pc-462,251,maybe
pc-462,307,maybe
pc-462,352,maybe
pc-462,410,maybe
pc-462,415,maybe
pc-462,423,maybe
pc-462,436,maybe
pc-462,445,maybe
pc-462,449,maybe
pc-462,475,maybe
pc-462,514,maybe
pc-462,45,yes
pc-462,58,yes
pc-462,62,yes
pc-462,85,yes
pc-462,98,yes
pc-462,102,yes
pc-462,116,yes
pc-462,118,yes
pc-462,137,yes
pc-462,146,yes
pc-462,159,yes
pc-462,192,yes
pc-462,215,yes
pc-462,222,yes
pc-462,282,yes
pc-462,290,yes
pc-462,294,yes
pc-462,303,yes
pc-462,309,yes
pc-462,313,yes
pc-462,314,yes
pc-462,357,yes
pc-462,402,yes
pc-462,435,yes
pc-462,454,yes
pc-462,455,yes
pc-462,473,yes
pc-462,517,yes
pc-463,187,conflict
pc-463,375,conflict
pc-463,456,maybe
pc-463,28,yes
pc-463,37,yes
pc-463,81,yes
pc-463,111,yes
pc-463,120,yes
pc-463,137,yes
pc-463,205,yes
pc-463,231,yes
pc-463,263,yes
pc-463,297,yes
pc-463,307,yes
pc-463,313,yes
pc-463,321,yes
pc-463,325,yes
pc-463,329,yes
pc-463,344,yes
pc-463,348,yes
pc-463,371,yes
pc-463,378,yes
pc-463,392,yes
pc-463,422,yes
pc-463,428,yes
pc-463,449,yes
pc-463,472,yes
pc-463,482,yes
pc-463,483,yes
pc-463,488,yes
pc-463,502,yes
pc-463,517,yes
pc-464,153,maybe
pc-464,256,yes
pc-464,371,yes
pc-465,12,maybe
pc-465,18,maybe
pc-465,25,maybe
pc-465,35,maybe
pc-465,50,maybe
pc-465,69,maybe
pc-465,70,maybe
pc-465,80,maybe
pc-465,97,maybe
pc-465,98,maybe
pc-465,104,maybe
pc-465,118,maybe
pc-465,120,maybe
pc-465,137,maybe
pc-465,138,maybe
pc-465,164,maybe
pc-465,182,maybe
pc-465,200,maybe
pc-465,216,maybe
pc-465,244,maybe
pc-465,253,maybe
pc-465,282,maybe
pc-465,308,maybe
pc-465,316,maybe
pc-465,319,maybe
pc-465,384,maybe
pc-465,437,maybe
pc-465,444,maybe
pc-465,447,maybe
pc-465,458,maybe
pc-465,462,maybe
pc-465,466,maybe
pc-465,477,maybe
pc-465,481,maybe
pc-465,488,maybe
pc-465,493,maybe
pc-465,496,maybe
pc-465,42,yes
pc-465,53,yes
pc-465,94,yes
pc-465,176,yes
pc-465,240,yes
pc-465,267,yes
pc-465,289,yes
pc-465,314,yes
pc-465,321,yes
pc-465,325,yes
pc-465,327,yes
pc-465,354,yes
pc-465,355,yes
pc-465,363,yes
pc-465,405,yes
pc-465,432,yes
pc-466,78,conflict
pc-466,110,conflict
pc-466,305,conflict
pc-466,334,conflict
pc-466,443,conflict
pc-466,15,maybe
pc-466,54,maybe
pc-466,162,maybe
pc-466,193,maybe
pc-466,268,maybe
pc-466,68,yes
pc-466,112,yes
pc-466,113,yes
pc-466,143,yes
pc-466,157,yes
pc-466,220,yes
pc-466,236,yes
pc-466,326,yes
pc-466,476,yes
pc-467,350,conflict
pc-467,17,maybe
pc-467,107,maybe
pc-467,159,maybe
pc-467,352,maybe
pc-467,473,maybe
pc-467,515,maybe
pc-467,116,yes
pc-467,123,yes
pc-467,145,yes
pc-467,215,yes
pc-467,307,yes
pc-467,318,yes
pc-467,475,yes
pc-467,521,yes
pc-468,32,conflict
pc-468,61,conflict
pc-468,156,conflict
pc-468,164,conflict
pc-468,290,conflict
pc-468,322,conflict
pc-468,325,conflict
pc-468,334,conflict
pc-468,389,conflict
pc-468,443,conflict
pc-468,458,conflict
pc-468,9,maybe
pc-468,14,maybe
pc-468,75,maybe
pc-468,124,maybe
pc-468,135,maybe
pc-468,220,maybe
pc-468,231,maybe
pc-468,288,maybe
pc-468,330,maybe
pc-468,413,maybe
pc-468,2,yes
pc-468,52,yes
pc-468,167,yes
pc-468,349,yes
pc-468,364,yes
pc-468,393,yes
pc-468,420,yes
pc-469,83,maybe
pc-469,139,maybe
pc-469,148,maybe
pc-469,242,maybe
pc-469,279,maybe
pc-469,306,maybe
pc-469,341,maybe
pc-469,353,maybe
pc-469,371,maybe
pc-469,385,maybe
pc-469,459,maybe
pc-469,281,yes
pc-469,284,yes
pc-469,388,yes
pc-469,482,yes
pc-470,35,maybe
pc-470,51,maybe
pc-470,63,maybe
pc-470,68,maybe
pc-470,150,maybe
pc-470,205,maybe
pc-470,248,maybe
pc-470,322,maybe
pc-470,374,maybe
pc-470,419,maybe
pc-470,425,maybe
pc-470,442,maybe
pc-470,33,yes
pc-470,49,yes
pc-470,72,yes
pc-470,109,yes
pc-470,116,yes
pc-470,182,yes
pc-470,200,yes
pc-470,279,yes
pc-470,302,yes
pc-470,364,yes
pc-470,397,yes
pc-470,413,yes
pc-470,448,yes
pc-470,466,yes
pc-470,496,yes
pc-470,523,yes
pc-471,64,conflict
pc-471,12,maybe
pc-471,25,maybe
pc-471,94,maybe
pc-471,102,maybe
pc-471,118,maybe
pc-471,217,maybe
pc-471,239,maybe
pc-471,246,maybe
pc-471,264,maybe
pc-471,314,maybe
pc-471,13,yes
pc-471,70,yes
pc-471,147,yes
pc-471,193,yes
pc-471,282,yes
pc-471,313,yes
pc-471,324,yes
pc-471,334,yes
pc-471,410,yes
pc-471,444,yes
pc-471,488,yes
pc-471,510,yes
pc-472,3,conflict
pc-472,27,conflict
pc-472,80,conflict
pc-472,132,conflict
pc-472,177,conflict
pc-472,413,conflict
pc-472,424,conflict
pc-472,13,maybe
pc-472,14,maybe
pc-472,22,maybe
pc-472,34,maybe
pc-472,42,maybe
pc-472,68,maybe
pc-472,138,maybe
pc-472,200,maybe
pc-472,230,maybe
pc-472,255,maybe
pc-472,314,maybe
pc-472,321,maybe
pc-472,461,maybe
pc-472,468,maybe
pc-472,495,maybe
pc-472,64,yes
pc-472,66,yes
pc-472,70,yes
pc-472,74,yes
pc-472,102,yes
pc-472,124,yes
pc-472,127,yes
pc-472,135,yes
pc-472,186,yes
pc-472,206,yes
pc-472,215,yes
pc-472,257,yes
pc-472,263,yes
pc-472,295,yes
pc-472,329,yes
pc-472,335,yes
pc-472,426,yes
pc-472,447,yes
pc-472,479,yes
pc-473,86,conflict
pc-473,150,conflict
pc-473,166,conflict
pc-473,202,conflict
pc-473,206,conflict
pc-473,301,conflict
pc-473,316,conflict
pc-473,366,conflict
pc-473,403,conflict
pc-473,428,conflict
pc-473,74,maybe
pc-473,143,maybe
pc-473,181,maybe
pc-473,201,maybe
pc-473,245,maybe
pc-473,394,maybe
pc-473,436,maybe
pc-473,473,maybe
pc-473,10,yes
pc-473,121,yes
pc-473,128,yes
pc-473,130,yes
pc-473,146,yes
pc-473,155,yes
pc-473,199,yes
pc-473,222,yes
pc-473,372,yes
pc-473,423,yes
pc-473,519,yes
pc-474,28,conflict
pc-474,60,conflict
pc-474,152,conflict
pc-474,212,conflict
pc-474,220,conflict
pc-474,276,conflict
pc-474,80,maybe
pc-474,107,maybe
pc-474,131,maybe
pc-474,321,maybe
pc-474,5,yes
pc-474,357,yes
pc-475,37,maybe
pc-475,75,maybe
pc-475,114,maybe
pc-475,184,maybe
pc-475,225,maybe
pc-475,226,maybe
pc-475,266,maybe
pc-475,276,maybe
pc-475,382,maybe
pc-475,389,maybe
pc-475,398,maybe
pc-475,469,maybe
pc-475,476,maybe
pc-475,497,maybe
pc-475,523,maybe
pc-475,2,yes
pc-475,52,yes
pc-475,113,yes
pc-475,136,yes
pc-475,156,yes
pc-475,157,yes
pc-475,167,yes
pc-475,220,yes
pc-475,231,yes
pc-475,349,yes
pc-475,364,yes
pc-475,373,yes
pc-475,393,yes
pc-476,121,maybe
pc-476,127,maybe
pc-476,144,maybe
pc-476,14,yes
pc-476,34,yes
pc-476,124,yes
pc-476,373,yes
pc-476,404,yes
pc-477,22,conflict
pc-477,139,conflict
pc-477,444,conflict
pc-477,10,maybe
pc-477,15,maybe
pc-477,17,maybe
pc-477,30,maybe
pc-477,39,maybe
pc-477,104,maybe
pc-477,108,maybe
pc-477,147,maybe
pc-477,154,maybe
pc-477,170,maybe
pc-477,187,maybe
pc-477,192,maybe
pc-477,213,maybe
pc-477,230,maybe
pc-477,320,maybe
pc-477,328,maybe
pc-477,422,maybe
pc-477,426,maybe
pc-477,438,maybe
pc-477,449,maybe
pc-477,13,yes
pc-477,50,yes
pc-477,74,yes
pc-477,196,yes
pc-477,246,yes
pc-477,308,yes
pc-477,417,yes
pc-477,447,yes
pc-477,481,yes
pc-478,36,conflict
pc-478,299,conflict
pc-478,323,conflict
pc-478,378,conflict
pc-478,455,conflict
pc-478,20,yes
pc-478,44,yes
pc-478,57,yes
pc-478,95,yes
pc-478,99,yes
pc-478,107,yes
pc-478,108,yes
pc-478,148,yes
pc-478,165,yes
pc-478,173,yes
pc-478,191,yes
pc-478,197,yes
pc-478,198,yes
pc-478,211,yes
pc-478,224,yes
pc-478,228,yes
pc-478,235,yes
pc-478,259,yes
pc-478,276,yes
pc-478,331,yes
pc-478,356,yes
pc-478,391,yes
pc-478,399,yes
pc-478,427,yes
pc-478,430,yes
pc-478,433,yes
pc-478,451,yes
pc-478,454,yes
pc-478,460,yes
pc-478,474,yes
pc-478,506,yes
pc-479,11,conflict
pc-479,268,conflict
pc-479,10,maybe
pc-479,73,maybe
pc-479,112,maybe
pc-479,155,maybe
pc-479,181,maybe
pc-479,239,maybe
pc-479,254,maybe
pc-479,266,maybe
pc-479,326,maybe
pc-479,465,yes
pc-480,222,conflict
pc-480,432,conflict
pc-480,234,maybe
pc-480,271,maybe
pc-480,353,maybe
pc-480,428,maybe
pc-480,482,maybe
pc-480,485,maybe
pc-480,19,yes
pc-480,119,yes
pc-480,210,yes
pc-480,228,yes
pc-480,260,yes
pc-480,284,yes
pc-480,438,yes
pc-480,469,yes
pc-480,511,yes
pc-480,512,yes
pc-480,520,yes
pc-481,7,maybe
pc-481,91,maybe
pc-481,379,maybe
pc-481,459,maybe
pc-481,495,maybe
pc-481,37,yes
pc-481,256,yes
pc-481,388,yes
pc-481,485,yes
pc-482,29,maybe
pc-482,274,maybe
pc-482,300,maybe
pc-482,378,maybe
pc-482,448,maybe
pc-482,476,maybe
pc-482,373,yes
pc-482,419,yes
pc-482,469,yes
pc-482,494,yes
pc-482,497,yes
pc-483,19,maybe
pc-483,323,maybe
pc-483,348,maybe
pc-483,377,maybe
pc-483,485,maybe
pc-483,498,maybe
pc-483,520,maybe
pc-483,163,yes
pc-483,281,yes
pc-483,388,yes
pc-483,395,yes
pc-484,135,conflict
pc-484,155,conflict
pc-484,161,conflict
pc-484,249,conflict
pc-484,63,maybe
pc-484,77,maybe
pc-484,82,maybe
pc-484,218,maybe
pc-484,242,maybe
pc-484,293,maybe
pc-484,340,maybe
pc-484,380,maybe
pc-484,407,maybe
pc-484,11,yes
pc-484,83,yes
pc-484,100,yes
pc-484,195,yes
pc-484,221,yes
pc-484,232,yes
pc-484,248,yes
pc-484,338,yes
pc-484,359,yes
pc-484,365,yes
pc-484,400,yes
pc-484,418,yes
pc-484,434,yes
pc-484,471,yes
pc-484,504,yes
pc-484,508,yes
pc-484,520,yes
pc-485,9,conflict
pc-485,19,conflict
pc-485,377,conflict
pc-485,519,conflict
pc-485,83,yes
pc-485,234,yes
pc-485,259,yes
pc-485,282,yes
pc-485,346,yes
pc-485,438,yes
pc-485,471,yes
pc-486,185,conflict
pc-486,38,yes
pc-486,485,yes
pc-487,280,conflict
pc-487,355,conflict
pc-487,152,maybe
pc-487,178,maybe
pc-487,288,maybe
pc-487,38,yes
pc-487,116,yes
pc-487,197,yes
pc-487,281,yes
pc-487,312,yes
pc-487,353,yes
pc-487,377,yes
pc-487,388,yes
pc-487,428,yes
pc-487,438,yes
pc-487,463,yes
pc-487,482,yes
pc-487,485,yes
pc-488,271,maybe
pc-488,424,maybe
pc-488,452,maybe
pc-488,493,maybe
pc-488,42,yes
pc-488,70,yes
pc-488,127,yes
pc-488,186,yes
pc-488,208,yes
pc-488,253,yes
pc-488,321,yes
pc-488,327,yes
pc-488,381,yes
pc-488,405,yes
pc-488,458,yes
pc-488,461,yes
pc-489,206,conflict
pc-489,266,conflict
pc-489,311,conflict
pc-489,317,conflict
pc-489,372,conflict
pc-489,403,conflict
pc-489,419,conflict
pc-489,74,maybe
pc-489,99,maybe
pc-489,119,maybe
pc-489,140,maybe
pc-489,143,maybe
pc-489,258,maybe
pc-489,275,maybe
pc-489,295,maybe
pc-489,343,maybe
pc-489,348,maybe
pc-489,413,maybe
pc-489,473,maybe
pc-489,491,maybe
pc-489,495,maybe
pc-489,15,yes
pc-489,40,yes
pc-489,44,yes
pc-489,91,yes
pc-489,111,yes
pc-489,112,yes
pc-489,114,yes
pc-489,116,yes
pc-489,148,yes
pc-489,155,yes
pc-489,162,yes
pc-489,191,yes
pc-489,192,yes
pc-489,201,yes
pc-489,222,yes
pc-489,247,yes
pc-489,274,yes
pc-489,297,yes
pc-489,300,yes
pc-489,302,yes
pc-489,306,yes
pc-489,320,yes
pc-489,347,yes
pc-489,368,yes
pc-489,382,yes
pc-489,399,yes
pc-489,423,yes
pc-489,433,yes
pc-489,448,yes
pc-489,452,yes
pc-489,474,yes
pc-489,480,yes
pc-489,484,yes
pc-489,489,yes
pc-489,497,yes
pc-490,69,conflict
pc-490,88,conflict
pc-490,337,conflict
pc-490,247,yes
pc-490,412,yes
pc-491,19,yes
pc-491,391,yes
pc-492,40,maybe
pc-492,149,maybe
pc-492,300,maybe
pc-492,301,maybe
pc-492,356,maybe
pc-492,379,maybe
pc-492,438,maybe
pc-492,441,maybe
pc-492,497,maybe
pc-492,29,yes
pc-492,55,yes
pc-492,162,yes
pc-492,189,yes
pc-492,261,yes
pc-492,369,yes
pc-492,376,yes
pc-492,378,yes
pc-492,391,yes
pc-492,413,yes
pc-492,419,yes
pc-492,448,yes
pc-493,34,conflict
pc-493,56,conflict
pc-493,100,conflict
pc-493,203,conflict
pc-493,251,conflict
pc-493,327,conflict
pc-493,505,conflict
pc-493,96,maybe
pc-493,125,maybe
pc-493,442,maybe
pc-493,46,yes
pc-493,47,yes
pc-493,51,yes
pc-493,53,yes
pc-493,109,yes
pc-493,150,yes
pc-493,172,yes
pc-493,205,yes
pc-493,212,yes
pc-493,227,yes
pc-493,238,yes
pc-493,255,yes
pc-493,280,yes
pc-493,325,yes
pc-493,363,yes
pc-493,396,yes
pc-493,397,yes
pc-493,410,yes
pc-493,479,yes
pc-493,486,yes
pc-493,487,yes
pc-493,496,yes
pc-493,500,yes
pc-494,371,maybe
pc-494,448,maybe
pc-495,190,conflict
pc-495,259,conflict
pc-495,264,conflict
pc-495,45,yes
pc-495,155,yes
pc-495,309,yes
pc-495,501,yes
pc-496,10,conflict
pc-496,124,conflict
pc-496,126,conflict
pc-496,204,conflict
pc-496,205,conflict
pc-496,218,conflict
pc-496,243,conflict
pc-496,326,conflict
pc-496,368,conflict
pc-496,402,conflict
pc-496,404,conflict
pc-496,451,conflict
pc-496,472,conflict
pc-496,481,conflict
pc-496,520,conflict
pc-496,259,maybe
pc-496,388,maybe
pc-496,322,yes
pc-496,338,yes
pc-496,429,yes
pc-496,432,yes
pc-496,438,yes
pc-497,255,conflict
pc-497,319,conflict
pc-497,339,conflict
pc-497,460,conflict
pc-497,1,maybe
pc-497,72,maybe
pc-497,176,maybe
pc-497,240,maybe
pc-497,254,maybe
pc-497,321,maybe
pc-497,381,maybe
pc-497,405,maybe
pc-497,414,maybe
pc-497,432,maybe
pc-497,434,maybe
pc-497,493,maybe
pc-497,42,yes
pc-497,164,yes
pc-497,200,yes
pc-497,253,yes
pc-497,327,yes
pc-497,458,yes
pc-497,462,yes
pc-497,466,yes
pc-498,119,conflict
pc-498,152,conflict
pc-498,13,maybe
pc-498,25,maybe
pc-498,518,maybe
pc-498,18,yes
pc-498,61,yes
pc-498,115,yes
pc-498,137,yes
pc-498,139,yes
pc-498,203,yes
pc-498,314,yes
pc-498,444,yes
pc-499,125,conflict
pc-499,253,conflict
pc-499,280,conflict
pc-499,355,conflict
pc-499,397,conflict
pc-499,493,conflict
pc-499,500,conflict
pc-499,24,maybe
pc-499,32,maybe
pc-499,33,maybe
pc-499,35,maybe
pc-499,47,maybe
pc-499,49,maybe
pc-499,53,maybe
pc-499,96,maybe
pc-499,109,maybe
pc-499,115,maybe
pc-499,117,maybe
pc-499,150,maybe
pc-499,172,maybe
pc-499,182,maybe
pc-499,205,maybe
pc-499,227,maybe
pc-499,240,maybe
pc-499,255,maybe
pc-499,262,maybe
pc-499,350,maybe
pc-499,374,maybe
pc-499,387,maybe
pc-499,414,maybe
pc-499,486,maybe
pc-499,496,maybe
pc-499,46,yes
pc-499,51,yes
pc-499,212,yes
pc-499,244,yes
pc-499,251,yes
pc-499,279,yes
pc-499,363,yes
pc-499,396,yes
pc-499,442,yes
pc-499,487,yes
pc-499,505,yes
pc-500,3,conflict
pc-500,80,conflict
pc-500,132,conflict
pc-500,170,conflict
pc-500,177,conflict
pc-500,183,conflict
pc-500,235,conflict
pc-500,261,conflict
pc-500,273,conflict
pc-500,413,conflict
pc-500,424,conflict
pc-500,62,maybe
pc-500,204,maybe
pc-500,240,maybe
pc-500,253,maybe
pc-500,255,maybe
pc-500,395,maybe
pc-500,432,maybe
pc-500,437,maybe
pc-500,506,maybe
pc-500,36,yes
pc-500,42,yes
pc-500,67,yes
pc-500,72,yes
pc-500,97,yes
pc-500,103,yes
